treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,partisanship,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,other_did_not_vote,other_did_not_vote,Republican,Very unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,1,75.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,1,75.0,other_did_not_vote,Democrat Kamala Harris,Democrat,Never heard of/Not sure,Very favorable,Not sure/Never Heard of,Not sure/Never Heard of,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,other_did_not_vote,Independent,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,1,75.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Democrat Joe Biden,Democrat Kamala Harris,Something else,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,1,75.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,1,75.0,other_did_not_vote,other_did_not_vote,Independent,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,75.0,Republican Donald Trump,other_did_not_vote,Republican,Somewhat unfavorable,Somewhat favorable,Very Unfavorable,Very Unfavorable,"Donald Trump's policies would end Obamacare health insurance help, making millions of Americans pay thousands more each year for their health coverage or lose it completely. Under his rule, the sick would be in a fix, with their access to affordable care facing constant attack."
1,0,76.0,other_did_not_vote,other_did_not_vote,Something else,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Republican,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,other_did_not_vote,Something else,Never heard of/Not sure,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Something else,Somewhat favorable,Never heard of/Not sure,Somewhat Favorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,other_did_not_vote,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Not sure/Never Heard of,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,other_did_not_vote,Republican Donald Trump,Independent,Somewhat favorable,Very favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,other_did_not_vote,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,other_did_not_vote,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Independent,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Not sure/Never Heard of,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,other_did_not_vote,Independent,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Very favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,other_did_not_vote,other_did_not_vote,Something else,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Democrat Joe Biden,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,other_did_not_vote,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,1,76.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,76.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump wants to slash housing assistance that helps millions of families avoid eviction - his budget prioritizes tax cuts for the wealthy over keeping families housed.
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Something else,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Republican,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat favorable,Somewhat Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,other_did_not_vote,other_did_not_vote,Independent,Never heard of/Not sure,Never heard of/Not sure,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,other_did_not_vote,Republican Donald Trump,Republican,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Something else,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,other_did_not_vote,other_did_not_vote,Something else,Somewhat favorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,other_did_not_vote,other_did_not_vote,Something else,Never heard of/Not sure,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Democrat,Very unfavorable,Very unfavorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,77.0,other_did_not_vote,Democrat Kamala Harris,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat favorable,Somewhat favorable,Very Favorable,Very Favorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,1,77.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump wants to cut billions from public schools, which means fewer teachers in classrooms and bigger class sizes for our kids."
1,0,78.0,Democrat Joe Biden,other_did_not_vote,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Democrat Joe Biden,Republican Donald Trump,Democrat,Very favorable,Somewhat favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,other_did_not_vote,other_did_not_vote,Independent,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,other_did_not_vote,other_did_not_vote,Independent,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
